Real LCOE,Nominal LCOE,Year 1 Savings,Year 1 Electric Cost w System,Year 1 Electric Cost w\o System,Year 1 Load,Year 1 Excess Energy,Year 1 Excess Dollars
"22.763015747070312","28.93825912475586","0.0","120.0","120.0","10829.4111328125","0.0","0.0"
